CIN,Company_Name,ROC_Code,Registration_Number,Company_Category,Company_SubCategory,Class_of_Company,Date_of_Incorporation,Registered_Address,Registered_State,Registered_Pincode,Email_Id,Whether_Listed,Company_Status,Authorized_Capital_Rs,Paid_up_Capital_Rs,Date_of_Last_AGM,Date_of_Balance_Sheet,Industrial_Activity_Code,Industrial_Activity_Description,Synthetic_Ring_ID,Synthetic_Shell_Ground_Truth
U10610RJ2010PTC100680,Universal Systems Private Limited,ROC-JAIPUR,100681,Company limited by Shares,Non-govt company,Private,07/07/2010,"909, Plaza, Vishal Street, Jaipur, Rajasthan - 302023",Rajasthan,302023,universal66@gmail.com,Unlisted,Active,1000000,917146,01/11/2025,31/03/2025,10610,Manufacture of grain mill products,,No
U45201RJ2021PTC100067,Elite Textiles Private Limited,ROC-JAIPUR,100068,Company limited by Shares,Non-govt company,Private,24/11/2021,"536, Complex, Superior Colony, Jaipur, Rajasthan - 302046",Rajasthan,302046,elite99@rediffmail.com,Unlisted,Active,20000000,200000,21/05/2021,31/03/2021,45201,Maintenance and repair of motor vehicles,RING-11,Yes
U63990TG2023PTC100276,Ashirwad Systems Private Limited,ROC-HYDERABAD,100277,Company limited by Shares,Non-govt company,Private,22/09/2023,"425, Heights, Vishwa Lane, Hyderabad, Telangana - 500029",Telangana,500029,ashirwad77@gmail.com,Unlisted,Active,1000000,670660,25/12/2025,31/03/2026,63990,Other information service activities n.e.c.,,No
U52290RJ2021PTC100068,Elite Industries Private Limited,ROC-JAIPUR,100069,Company limited by Shares,Non-govt company,Private,09/11/2021,"536, Complex, Superior Colony, Jaipur, Rajasthan - 302046",Rajasthan,302046,elite38@rediffmail.com,Unlisted,Active,10000000,200000,07/08/2021,31/03/2021,52290,Other transportation support activities,RING-11,Yes
U41001WB2022PLC100319,Vishal Enterprises Limited,ROC-KOLKATA,100320,Company limited by Shares,Non-govt company,Public,29/05/2022,"562, House, Bharat Nagar, Kolkata, West Bengal - 700096",West Bengal,700096,vishal70@gmail.com,Unlisted,Active,1000000,863697,01/08/2024,31/03/2024,41001,Construction of residential/commercial buildings,,No
U46310MH2015PTC100549,Om Exports Private Limited,ROC-PUNE,100550,Company limited by Shares,Non-govt company,Private,16/02/2015,"595, Tower, Pioneer Chowk, Pune, Maharashtra - 411083",Maharashtra,411083,om33@gmail.com,Unlisted,Active,5000000,2545135,19/09/2024,31/03/2024,46310,Wholesale of agricultural raw materials,,No
U41001GJ2020PTC100999,Vishal Realty Private Limited,ROC-AHMEDABAD,101000,Company limited by Shares,Non-govt company,Private,18/12/2020,"339, Heights, Orion Layout, Ahmedabad, Gujarat - 380098",Gujarat,380098,vishal66@gmail.com,Unlisted,Dormant,2000000,1848140,20/11/2025,31/03/2025,41001,Construction of residential/commercial buildings,,No
U64990MH2020PLC100715,Diamond Investments Limited,ROC-MUMBAI,100716,Company limited by Shares,Non-govt company,Public,28/04/2020,"214, House, Trident Nagar, Mumbai, Maharashtra - 400098",Maharashtra,400098,diamond27@gmail.com,Unlisted,Active,200000,147823,11/08/2024,31/03/2024,64990,Other financial service activities n.e.c.,,No
U74999RJ2010PTC100754,Skyline Overseas Private Limited,ROC-JAIPUR,100755,Company limited by Shares,Non-govt company,Private,22/01/2010,"330, Tower, Ashirwad Road, Jaipur, Rajasthan - 302070",Rajasthan,302070,skyline90@gmail.com,Unlisted,Active,100000,96150,14/10/2024,31/03/2024,74999,Other business support service activities n.e.c.,,No
U64990HR2012PTC100328,Emerald Retail Private Limited,ROC-CHANDIGARH,100329,Company limited by Shares,Non-govt company,Private,27/09/2012,"691, Chambers, Golden Road, Gurugram, Haryana - 122056",Haryana,122056,emerald27@gmail.com,Unlisted,Dormant,5000000,4152935,06/10/2024,31/03/2024,64990,Other financial service activities n.e.c.,,No
U46900MH2011PTC100383,Om Impex Private Limited,ROC-PUNE,100384,Company limited by Shares,Non-govt company,Private,05/05/2011,"491, Tower, Aastha Road, Pune, Maharashtra - 411019",Maharashtra,411019,om42@gmail.com,Unlisted,Active,500000,337416,13/11/2025,31/03/2026,46900,Wholesale trade (non-specialized),,No
U70200MH2019PTC100452,Sunrise Consultancy Private Limited,ROC-MUMBAI,100453,Company limited by Shares,Non-govt company,Private,29/03/2019,"759, House, Vikram Colony, Mumbai, Maharashtra - 400032",Maharashtra,400032,sunrise73@gmail.com,Unlisted,Active,200000,120938,11/12/2024,31/03/2024,70200,Management consultancy activities,,No
U62011HR2015PTC100523,Ashirwad Technologies Private Limited,ROC-CHANDIGARH,100524,Company limited by Shares,Non-govt company,Private,09/04/2015,"193, Plaza, Vardhan Colony, Gurugram, Haryana - 122012",Haryana,122012,ashirwad95@gmail.com,Unlisted,Active,500000,410631,15/07/2026,31/03/2026,62011,Computer programming activities,,No
U47190HR2017PTC100219,Ganesh Finance Private Limited,ROC-CHANDIGARH,100220,Company limited by Shares,Non-govt company,Private,14/06/2017,"834, House, Sunrise Layout, Gurugram, Haryana - 122092",Haryana,122092,ganesh94@gmail.com,Unlisted,Dormant,1000000,588087,22/07/2024,31/03/2024,47190,Other retail sale in non-specialized stores,,No
U68100RJ2019PTC100788,Pioneer Investments Private Limited,ROC-JAIPUR,100789,Company limited by Shares,Non-govt company,Private,25/01/2019,"4, Heights, Shree Street, Jaipur, Rajasthan - 302031",Rajasthan,302031,pioneer19@gmail.com,Unlisted,Dormant,500000,435180,15/07/2025,31/03/2025,68100,Real estate activities with own/leased property,,No
U63990MH2009PTC100437,Vardhan Consultancy Private Limited,ROC-PUNE,100438,Company limited by Shares,Non-govt company,Private,13/04/2009,"911, Complex, Suvidha Colony, Pune, Maharashtra - 411019",Maharashtra,411019,vardhan33@gmail.com,Unlisted,Active,100000,88355,15/10/2025,31/03/2025,63990,Other information service activities n.e.c.,,No
U14101UP2010PTC100765,Sunrise Retail Private Limited,ROC-KANPUR,100766,Company limited by Shares,Non-govt company,Private,02/12/2010,"791, Complex, Vertex Layout, Kanpur, Uttar Pradesh - 208070",Uttar Pradesh,208070,sunrise21@gmail.com,Unlisted,Active,5000000,3898915,02/10/2025,31/03/2026,14101,Manufacture of wearing apparel,,No
U62011MH2021PTC100089,Lakshmi Pharma Private Limited,ROC-MUMBAI,100090,Company limited by Shares,Non-govt company,Private,23/09/2021,"141, Heights, Trident Layout, Mumbai, Maharashtra - 400029",Maharashtra,400029,lakshmi93@rediffmail.com,Unlisted,Active - Non-compliant,25000000,100000,,,62011,Computer programming activities,RING-14,Yes
U64990KA2023PTC100064,Sunrise Merchants Private Limited,ROC-BANGALORE,100065,Company limited by Shares,Non-govt company,Private,03/08/2023,"786, Complex, Vikram Chowk, Bengaluru, Karnataka - 560047",Karnataka,560047,sunrise90@rediffmail.com,Unlisted,Active,20000000,200000,25/03/2023,31/03/2023,64990,Other financial service activities n.e.c.,RING-10,Yes
U70200HR2005PTC100827,Vaibhav Commodities Private Limited,ROC-CHANDIGARH,100828,Company limited by Shares,Non-govt company,Private,21/02/2005,"120, Arcade, Vaibhav Marg, Gurugram, Haryana - 122068",Haryana,122068,vaibhav13@gmail.com,Unlisted,Active,500000,493116,12/08/2025,31/03/2025,70200,Management consultancy activities,,No
U64990TG2021PTC100717,Vishal Merchants Private Limited,ROC-HYDERABAD,100718,Company limited by Shares,Non-govt company,Private,06/05/2021,"106, Tower, Vikram Road, Hyderabad, Telangana - 500069",Telangana,500069,vishal57@gmail.com,Unlisted,Active,200000,105963,16/08/2024,31/03/2024,64990,Other financial service activities n.e.c.,,No
U68100PB2005PTC100352,Skyline Textiles Private Limited,ROC-CHANDIGARH,100353,Company limited by Shares,Non-govt company,Private,31/01/2005,"224, Chambers, Skyline Street, Chandigarh, Punjab - 160086",Punjab,160086,skyline58@gmail.com,Unlisted,Active,200000,163429,02/07/2024,31/03/2024,68100,Real estate activities with own/leased property,,No
U64990WB2020PLC100937,Vertex Investments Limited,ROC-KOLKATA,100938,Company limited by Shares,Non-govt company,Public,27/03/2020,"184, Complex, Pioneer Layout, Kolkata, West Bengal - 700042",West Bengal,700042,vertex12@gmail.com,Unlisted,Active,100000,59039,28/07/2025,31/03/2025,64990,Other financial service activities n.e.c.,,No
U41001PB2007PTC100257,Lakshmi Realty Private Limited,ROC-CHANDIGARH,100258,Company limited by Shares,Non-govt company,Private,20/07/2007,"574, House, Emerald Marg, Chandigarh, Punjab - 160035",Punjab,160035,lakshmi30@gmail.com,Unlisted,Active,200000,102770,16/10/2025,31/03/2025,41001,Construction of residential/commercial buildings,,No
U10610KA2016PTC100636,Vaibhav Finance Private Limited,ROC-BANGALORE,100637,Company limited by Shares,Non-govt company,Private,17/09/2016,"849, Chambers, Continental Lane, Bengaluru, Karnataka - 560026",Karnataka,560026,vaibhav39@gmail.com,Unlisted,Active,2000000,1174306,23/12/2025,31/03/2025,10610,Manufacture of grain mill products,,No
U47190TG2010PTC100645,Vinayak Infra Private Limited,ROC-HYDERABAD,100646,Company limited by Shares,Non-govt company,Private,08/04/2010,"584, Heights, Shakti Nagar, Hyderabad, Telangana - 500054",Telangana,500054,vinayak46@gmail.com,Unlisted,Active,500000,403520,27/11/2024,31/03/2024,47190,Other retail sale in non-specialized stores,,No
U47190MH2010PTC100555,Infinity Solutions Private Limited,ROC-MUMBAI,100556,Company limited by Shares,Non-govt company,Private,23/11/2010,"367, Complex, Metro Colony, Mumbai, Maharashtra - 400061",Maharashtra,400061,infinity23@gmail.com,Unlisted,Active,200000,119843,11/08/2026,31/03/2026,47190,Other retail sale in non-specialized stores,,No
U41001GJ2010PTC100960,Emerald Textiles Private Limited,ROC-AHMEDABAD,100961,Company limited by Shares,Non-govt company,Private,21/06/2010,"234, Complex, Bharat Street, Ahmedabad, Gujarat - 380078",Gujarat,380078,emerald29@gmail.com,Unlisted,Active,200000,178155,24/11/2024,31/03/2024,41001,Construction of residential/commercial buildings,,No
U46310TG2019PTC100169,Vinayak Exports Private Limited,ROC-HYDERABAD,100170,Company limited by Shares,Non-govt company,Private,22/05/2019,"951, Tower, Pioneer Chowk, Hyderabad, Telangana - 500087",Telangana,500087,vinayak21@gmail.com,Unlisted,Active,2000000,1063237,12/07/2025,31/03/2026,46310,Wholesale of agricultural raw materials,,No
U45201HR2006PTC100918,Silver Distributors Private Limited,ROC-CHANDIGARH,100919,Company limited by Shares,Non-govt company,Private,21/01/2006,"339, Heights, Vantage Layout, Gurugram, Haryana - 122082",Haryana,122082,silver84@gmail.com,Unlisted,Active,100000,57527,19/07/2026,31/03/2026,45201,Maintenance and repair of motor vehicles,,No
U82990TG2024PTC100529,Platinum Ventures Private Limited,ROC-HYDERABAD,100530,Company limited by Shares,Non-govt company,Private,09/12/2024,"291, Arcade, Golden Nagar, Hyderabad, Telangana - 500011",Telangana,500011,platinum70@gmail.com,Unlisted,Active,100000,87416,05/09/2025,31/03/2026,82990,Other business support activities n.e.c.,,No
U45201TG2012PTC100824,Bharat Developers Private Limited,ROC-HYDERABAD,100825,Company limited by Shares,Non-govt company,Private,24/08/2012,"282, Plaza, Elite Colony, Hyderabad, Telangana - 500030",Telangana,500030,bharat99@gmail.com,Unlisted,Active,200000,191934,25/07/2026,31/03/2026,45201,Maintenance and repair of motor vehicles,,No
U41001TG2013PLC100986,Radiant Overseas Limited,ROC-HYDERABAD,100987,Company limited by Shares,Non-govt company,Public,26/03/2013,"847, Arcade, Om Chowk, Hyderabad, Telangana - 500038",Telangana,500038,radiant38@gmail.com,Unlisted,Active,100000,73976,16/07/2024,31/03/2024,41001,Construction of residential/commercial buildings,,No
U10610UP2016PTC100817,Sai Chemicals Private Limited,ROC-KANPUR,100818,Company limited by Shares,Non-govt company,Private,11/03/2016,"245, Chambers, Horizon Street, Kanpur, Uttar Pradesh - 208089",Uttar Pradesh,208089,sai53@gmail.com,Unlisted,Active,1000000,507473,02/10/2025,31/03/2025,10610,Manufacture of grain mill products,,No
U52290RJ2023PTC100087,Capital Trading Private Limited,ROC-JAIPUR,100088,Company limited by Shares,Non-govt company,Private,19/07/2023,"121, Arcade, Ashirwad Chowk, Jaipur, Rajasthan - 302067",Rajasthan,302067,capital46@rediffmail.com,Unlisted,Active - Non-compliant,20000000,150000,,,52290,Other transportation support activities,RING-13,Yes
U41001TG2019PTC100433,Silver Overseas Private Limited,ROC-HYDERABAD,100434,Company limited by Shares,Non-govt company,Private,11/11/2019,"956, Arcade, Trident Chowk, Hyderabad, Telangana - 500057",Telangana,500057,silver28@gmail.com,Unlisted,Active - Non-compliant,500000,489176,08/09/2024,31/03/2024,41001,Construction of residential/commercial buildings,,No
U68100PB2022PTC100185,Meridian Constructions Private Limited,ROC-CHANDIGARH,100186,Company limited by Shares,Non-govt company,Private,13/08/2022,"62, Chambers, Nova Layout, Chandigarh, Punjab - 160090",Punjab,160090,meridian22@gmail.com,Unlisted,Active,500000,312743,06/12/2025,31/03/2026,68100,Real estate activities with own/leased property,,No
U74999TG2013PLC100979,Aastha Trading Limited,ROC-HYDERABAD,100980,Company limited by Shares,Non-govt company,Public,28/04/2013,"993, House, Capital Colony, Hyderabad, Telangana - 500064",Telangana,500064,aastha10@gmail.com,Unlisted,Active,500000,452819,05/07/2025,31/03/2025,74999,Other business support service activities n.e.c.,,No
U45201DL2017PTC100535,Zenith Retail Private Limited,ROC-DELHI,100536,Company limited by Shares,Non-govt company,Private,13/06/2017,"908, Mall, Silver Lane, New Delhi, Delhi - 110067",Delhi,110067,zenith64@gmail.com,Unlisted,Active,5000000,3827164,11/11/2024,31/03/2024,45201,Maintenance and repair of motor vehicles,,No
U62011RJ2018PTC100295,Elite Retail Private Limited,ROC-JAIPUR,100296,Company limited by Shares,Non-govt company,Private,13/06/2018,"875, Arcade, Apex Colony, Jaipur, Rajasthan - 302041",Rajasthan,302041,elite16@gmail.com,Unlisted,Active,5000000,3111374,07/11/2024,31/03/2024,62011,Computer programming activities,,No
U63990UP2008PTC100893,Prime Ventures Private Limited,ROC-KANPUR,100894,Company limited by Shares,Non-govt company,Private,03/01/2008,"156, Tower, Vishwa Layout, Kanpur, Uttar Pradesh - 208055",Uttar Pradesh,208055,prime91@gmail.com,Unlisted,Active,5000000,2808744,05/11/2025,31/03/2025,63990,Other information service activities n.e.c.,,No
U62011MH2020PTC100426,Shree Distributors Private Limited,ROC-PUNE,100427,Company limited by Shares,Non-govt company,Private,07/03/2020,"124, Plaza, Diamond Layout, Pune, Maharashtra - 411017",Maharashtra,411017,shree47@gmail.com,Unlisted,Active,2000000,1995534,18/12/2025,31/03/2026,62011,Computer programming activities,,No
U14101RJ2015PTC100714,Orion Investments Private Limited,ROC-JAIPUR,100715,Company limited by Shares,Non-govt company,Private,17/10/2015,"543, Plaza, Ashirwad Street, Jaipur, Rajasthan - 302066",Rajasthan,302066,orion47@gmail.com,Unlisted,Active,5000000,2653003,08/09/2025,31/03/2025,14101,Manufacture of wearing apparel,,No
U62011PB2005PTC100261,Diamond Services Private Limited,ROC-CHANDIGARH,100262,Company limited by Shares,Non-govt company,Private,26/01/2005,"256, Complex, Lakshmi Nagar, Chandigarh, Punjab - 160050",Punjab,160050,diamond67@gmail.com,Unlisted,Active,200000,162829,06/07/2026,31/03/2026,62011,Computer programming activities,,No
U47190MH2006PTC100238,Vantage Commodities Private Limited,ROC-MUMBAI,100239,Company limited by Shares,Non-govt company,Private,27/02/2006,"664, Tower, Falcon Lane, Mumbai, Maharashtra - 400027",Maharashtra,400027,vantage52@gmail.com,Unlisted,Active,1000000,682795,06/09/2025,31/03/2025,47190,Other retail sale in non-specialized stores,,No
U62011MH2017PTC100560,Continental Ventures Private Limited,ROC-MUMBAI,100561,Company limited by Shares,Non-govt company,Private,15/03/2017,"957, Mall, Zenith Nagar, Mumbai, Maharashtra - 400019",Maharashtra,400019,continental88@gmail.com,Unlisted,Active,1000000,695248,01/08/2024,31/03/2024,62011,Computer programming activities,,No
U63990UP2008PTC100584,Zenith Realty Private Limited,ROC-KANPUR,100585,Company limited by Shares,Non-govt company,Private,28/11/2008,"606, Arcade, Ganesh Road, Kanpur, Uttar Pradesh - 208088",Uttar Pradesh,208088,zenith67@gmail.com,Unlisted,Active,500000,359223,22/11/2024,31/03/2024,63990,Other information service activities n.e.c.,,No
U82990GJ2006PLC100446,Emerald Constructions Limited,ROC-AHMEDABAD,100447,Company limited by Shares,Non-govt company,Public,11/11/2006,"861, Chambers, Ashirwad Marg, Ahmedabad, Gujarat - 380035",Gujarat,380035,emerald55@gmail.com,Unlisted,Active,2000000,1182612,05/08/2024,31/03/2024,82990,Other business support activities n.e.c.,,No
U47190HR2014PTC100868,Golden Distributors Private Limited,ROC-CHANDIGARH,100869,Company limited by Shares,Non-govt company,Private,18/04/2014,"91, Chambers, Meridian Marg, Gurugram, Haryana - 122060",Haryana,122060,golden77@gmail.com,Unlisted,Active,1000000,798341,03/11/2025,31/03/2026,47190,Other retail sale in non-specialized stores,,No
U52290RJ2026PTC100801,Continental Overseas Private Limited,ROC-JAIPUR,100802,Company limited by Shares,Non-govt company,Private,24/03/2026,"712, Mall, National Marg, Jaipur, Rajasthan - 302041",Rajasthan,302041,continental12@gmail.com,Unlisted,Active,100000,55075,07/12/2024,31/03/2024,52290,Other transportation support activities,,No
U10610WB2013PTC100600,Rudra Investments Private Limited,ROC-KOLKATA,100601,Company limited by Shares,Non-govt company,Private,03/09/2013,"869, Chambers, Everest Marg, Kolkata, West Bengal - 700014",West Bengal,700014,rudra99@gmail.com,Unlisted,Active,200000,132499,11/08/2025,31/03/2026,10610,Manufacture of grain mill products,,No
U52290HR2024PTC100850,Emerald Finance Private Limited,ROC-CHANDIGARH,100851,Company limited by Shares,Non-govt company,Private,08/06/2024,"62, Heights, Anmol Marg, Gurugram, Haryana - 122086",Haryana,122086,emerald32@gmail.com,Unlisted,Active,100000,67801,26/09/2025,31/03/2025,52290,Other transportation support activities,,No
U41001KA2017PTC100266,Ganesh Trading Private Limited,ROC-BANGALORE,100267,Company limited by Shares,Non-govt company,Private,20/10/2017,"909, Heights, Sai Chowk, Bengaluru, Karnataka - 560097",Karnataka,560097,ganesh97@gmail.com,Unlisted,Active,1000000,960206,04/12/2025,31/03/2025,41001,Construction of residential/commercial buildings,,No
U52290HR2008PTC100996,Lakshmi Solutions Private Limited,ROC-CHANDIGARH,100997,Company limited by Shares,Non-govt company,Private,09/12/2008,"158, Plaza, Vertex Road, Gurugram, Haryana - 122095",Haryana,122095,lakshmi38@gmail.com,Unlisted,Active - Non-compliant,2000000,1890561,11/07/2025,31/03/2025,52290,Other transportation support activities,,No
